text,reading,btype
照れ隠し,てれかくし,名詞
照れかくし,てれかくし,名詞
てれ隠し,てれかくし,名詞
てれかくし,てれかくし,名詞
照れ臭い,てれくさい,形容詞
照れくさい,てれくさい,形容詞
てれ臭い,てれくさい,形容詞
てれくさい,てれくさい,形容詞
テレパシ,てれぱし,名詞
テレパシー,てれぱしー,名詞
テレビ,てれび,名詞
照れる,てれる,動詞
てれる,てれる,動詞
テロ,てろ,名詞
テロリスト,てろりすと,名詞
手分け,てわけ,名詞
てわけ,てわけ,名詞
手渡す,てわたす,動詞
手わたす,てわたす,動詞
て渡す,てわたす,動詞
てわたす,てわたす,動詞
手渡せる,てわたせる,動詞
手わたせる,てわたせる,動詞
て渡せる,てわたせる,動詞
てわたせる,てわたせる,動詞
典,てん,名詞
てん,てん,名詞
天,てん,名詞
てん,てん,名詞
展,てん,名詞
てん,てん,名詞
店,てん,名詞
てん,てん,名詞
点,てん,名詞
てん,てん,名詞
転,てん,名詞
てん,てん,名詞
転移,てんい,名詞
てんい,てんい,名詞
店員,てんいん,名詞
てんいん,てんいん,名詞
添加,てんか,名詞
てん加,てんか,名詞
てんか,てんか,名詞
点火,てんか,名詞
てんか,てんか,名詞
転化,てんか,名詞
てんか,てんか,名詞
転嫁,てんか,名詞
てんか,てんか,名詞
天下,てんか,名詞
てんか,てんか,名詞
展開,てんかい,名詞
てん開,てんかい,名詞
てんかい,てんかい,名詞
転回,てんかい,名詞
てんかい,てんかい,名詞
天下一,てんかいち,名詞
てんかいち,てんかいち,名詞
点画,てんかく,名詞
てんかく,てんかく,名詞
天から,てんから,副詞
てんから,てんから,副詞
転換,てんかん,名詞
転かん,てんかん,名詞
てんかん,てんかん,名詞
転記,てんき,名詞
てんき,てんき,名詞
天気,てんき,名詞
てんき,てんき,名詞
転機,てんき,名詞
てんき,てんき,名詞
天球,てんきゅう,名詞
てんきゅう,てんきゅう,名詞
転居,てんきょ,名詞
転きょ,てんきょ,名詞
てんきょ,てんきょ,名詞
転勤,てんきん,名詞
転きん,てんきん,名詞
てんきん,てんきん,名詞
転業,てんぎょう,名詞
てんぎょう,てんぎょう,名詞
天空,てんくう,名詞
てんくう,てんくう,名詞
天狗,てんぐ,名詞
天ぐ,てんぐ,名詞
てんぐ,てんぐ,名詞
天草,てんぐさ,名詞
てんぐさ,てんぐさ,名詞
テングサ,てんぐさ,名詞
典型,てんけい,名詞
典けい,てんけい,名詞
てん型,てんけい,名詞
てんけい,てんけい,名詞
点検,てんけん,名詞
点けん,てんけん,名詞
てんけん,てんけん,名詞
点呼,てんこ,名詞
てんこ,てんこ,名詞
転向,てんこう,名詞
てんこう,てんこう,名詞
転校,てんこう,名詞
てんこう,てんこう,名詞
天候,てんこう,名詞
天こう,てんこう,名詞
てんこう,てんこう,名詞
篆刻,てんこく,名詞
篆こく,てんこく,名詞
てん刻,てんこく,名詞
てんこく,てんこく,名詞
天国,てんごく,名詞
てんごく,てんごく,名詞
点差,てんさ,名詞
てんさ,てんさ,名詞
転載,てんさい,名詞
転さい,てんさい,名詞
てんさい,てんさい,名詞
天才,てんさい,名詞
てんさい,てんさい,名詞
天災,てんさい,名詞
天さい,てんさい,名詞
てんさい,てんさい,名詞
添削,てんさく,名詞
添さく,てんさく,名詞
てん削,てんさく,名詞
てんさく,てんさく,名詞
転作,てんさく,名詞
てんさく,てんさく,名詞
点在,てんざい,名詞
点ざい,てんざい,名詞
てんざい,てんざい,名詞
天使,てんし,名詞
てんし,てんし,名詞
天子,てんし,名詞
てんし,てんし,名詞
天主,てんしゅ,名詞
てんしゅ,てんしゅ,名詞
店主,てんしゅ,名詞
てんしゅ,てんしゅ,名詞
天守閣,てんしゅかく,名詞
天守かく,てんしゅかく,名詞
てんしゅかく,てんしゅかく,名詞
転出,てんしゅつ,名詞
てんしゅつ,てんしゅつ,名詞
転職,てんしょく,名詞
転しょく,てんしょく,名詞
てんしょく,てんしょく,名詞
天職,てんしょく,名詞
天しょく,てんしょく,名詞
てんしょく,てんしょく,名詞
テンション,てんしょん,名詞
転身,てんしん,名詞
てんしん,てんしん,名詞
転進,てんしん,名詞
てんしん,てんしん,名詞
天心,てんしん,名詞
てんしん,てんしん,名詞
天真爛漫だ,てんしんらんまんだ,形容詞
天真爛まんだ,てんしんらんまんだ,形容詞
天真らん漫だ,てんしんらんまんだ,形容詞
天真らんまんだ,てんしんらんまんだ,形容詞
てんしんらんまんだ,てんしんらんまんだ,形容詞
展示,てんじ,名詞
てん示,てんじ,名詞
てんじ,てんじ,名詞
点字,てんじ,名詞
てんじ,てんじ,名詞
天寿,てんじゅ,名詞
天じゅ,てんじゅ,名詞
てんじゅ,てんじゅ,名詞
天上,てんじょう,名詞
てんじょう,てんじょう,名詞
添乗,てんじょう,名詞
てん乗,てんじょう,名詞
てんじょう,てんじょう,名詞
天井,てんじょう,名詞
天じょう,てんじょう,名詞
てんじょう,てんじょう,名詞
点じる,てんじる,動詞
てんじる,てんじる,動詞
転じる,てんじる,動詞
てんじる,てんじる,動詞
天神,てんじん,名詞
てんじん,てんじん,名詞
点数,てんすう,名詞
てんすう,てんすう,名詞
点ずる,てんずる,動詞
てんずる,てんずる,動詞
転ずる,てんずる,動詞
てんずる,てんずる,動詞
転生,てんせい,名詞
てんせい,てんせい,名詞
天性,てんせい,名詞
天せい,てんせい,名詞
てんせい,てんせい,名詞
転籍,てんせき,名詞
転せき,てんせき,名詞
てんせき,てんせき,名詞
転戦,てんせん,名詞
転せん,てんせん,名詞
てんせん,てんせん,名詞
点線,てんせん,名詞
てんせん,てんせん,名詞
転送,てんそう,名詞
てんそう,てんそう,名詞
天体,てんたい,名詞
てんたい,てんたい,名詞
転地,てんち,名詞
てんち,てんち,名詞
天地,てんち,名詞
てんち,てんち,名詞
店長,てんちょう,名詞
てんちょう,てんちょう,名詞
天敵,てんてき,名詞
天てき,てんてき,名詞
てんてき,てんてき,名詞
点滴,てんてき,名詞
点てき,てんてき,名詞
てんてき,てんてき,名詞
てんてこ舞い,てんてこまい,名詞
てんてこまい,てんてこまい,名詞
転轍機,てんてつき,名詞
転てつ機,てんてつき,名詞
転轍き,てんてつき,名詞
転てつき,てんてつき,名詞
てんてつき,てんてつき,名詞
点々,てんてん,副詞
点点,てんてん,副詞
てんてん,てんてん,副詞
転々,てんてん,副詞
転転,てんてん,副詞
てんてん,てんてん,副詞
てんで,てんで,副詞
テント,てんと,名詞
点灯,てんとう,名詞
点とう,てんとう,名詞
てんとう,てんとう,名詞
転倒,てんとう,名詞
転とう,てんとう,名詞
てんとう,てんとう,名詞
店頭,てんとう,名詞
てんとう,てんとう,名詞
てんとう虫,てんとうむし,名詞
てんとうむし,てんとうむし,名詞
テントウムシ,てんとうむし,名詞
点取り虫,てんとりむし,名詞
てんとりむし,てんとりむし,名詞
天丼,てんどん,名詞
天どん,てんどん,名詞
てんどん,てんどん,名詞
転入,てんにゅう,名詞
てんにゅう,てんにゅう,名詞
天女,てんにょ,名詞
てんにょ,てんにょ,名詞
転任,てんにん,名詞
転にん,てんにん,名詞
てんにん,てんにん,名詞
天人,てんにん,名詞
てんにん,てんにん,名詞
天然,てんねん,名詞
天ねん,てんねん,名詞
てんねん,てんねん,名詞
天然ガス,てんねんがす,名詞
天ねんガス,てんねんがす,名詞
てんねんガス,てんねんがす,名詞
天然痘,てんねんとう,名詞
天然とう,てんねんとう,名詞
天ねん痘,てんねんとう,名詞
天ねんとう,てんねんとう,名詞
てんねんとう,てんねんとう,名詞
天皇,てんのう,名詞
天のう,てんのう,名詞
てんのう,てんのう,名詞
天王山,てんのうざん,名詞
てんのうざん,てんのうざん,名詞
天王星,てんのうせい,名詞
てんのうせい,てんのうせい,名詞
天馬,てんば,名詞
てんば,てんば,名詞
転売,てんばい,名詞
てんばい,てんばい,名詞
天罰,てんばつ,名詞
天ばつ,てんばつ,名詞
てんばつ,てんばつ,名詞
典範,てんぱん,名詞
典ぱん,てんぱん,名詞
てん範,てんぱん,名詞
てんぱん,てんぱん,名詞
天引き,てんびき,名詞
てんびき,てんびき,名詞
天秤,てんびん,名詞
天びん,てんびん,名詞
てんびん,てんびん,名詞
テンビン,てんびん,名詞
天日,てんぴ,名詞
てんぴ,てんぴ,名詞
天火,てんぴ,名詞
てんぴ,てんぴ,名詞
天分,てんぶん,名詞
てんぶん,てんぶん,名詞
添付,てんぷ,名詞
添附,てんぷ,名詞
てん付,てんぷ,名詞
てん附,てんぷ,名詞
てんぷ,てんぷ,名詞
転覆,てんぷく,名詞
転ぷく,てんぷく,名詞
てんぷく,てんぷく,名詞
天麩羅,てんぷら,名詞
天麩ら,てんぷら,名詞
天ぷ羅,てんぷら,名詞
天ぷら,てんぷら,名詞
てんぷら,てんぷら,名詞
天変,てんぺん,名詞
天ぺん,てんぺん,名詞
てんぺん,てんぺん,名詞
展望,てんぼう,名詞
展ぼう,てんぼう,名詞
てん望,てんぼう,名詞
てんぼう,てんぼう,名詞
テンポ,てんぽ,名詞
店舗,てんぽ,名詞
てんぽ,てんぽ,名詞
天幕,てんまく,名詞
天まく,てんまく,名詞
てんまく,てんまく,名詞
伝馬船,てんません,名詞
てんま船,てんません,名詞
てんません,てんません,名詞
顛末,てんまつ,名詞
顛まつ,てんまつ,名詞
てん末,てんまつ,名詞
てんまつ,てんまつ,名詞
天窓,てんまど,名詞
天まど,てんまど,名詞
てんまど,てんまど,名詞
天満宮,てんまんぐう,名詞
天まん宮,てんまんぐう,名詞
てんまんぐう,てんまんぐう,名詞
天命,てんめい,名詞
てんめい,てんめい,名詞
店名,てんめい,名詞
てんめい,てんめい,名詞
点滅,てんめつ,名詞
点めつ,てんめつ,名詞
てんめつ,てんめつ,名詞
天文,てんもん,名詞
てんもん,てんもん,名詞
点訳,てんやく,名詞
点やく,てんやく,名詞
てんやく,てんやく,名詞
てんやわんや,てんやわんや,名詞
転用,てんよう,名詞
てんよう,てんよう,名詞
転落,てんらく,名詞
てんらく,てんらく,名詞
展覧,てんらん,名詞
展らん,てんらん,名詞
てん覧,てんらん,名詞
てんらん,てんらん,名詞
天覧,てんらん,名詞
天らん,てんらん,名詞
てんらん,てんらん,名詞
天理,てんり,名詞
てんり,てんり,名詞
天領,てんりょう,名詞
天りょう,てんりょう,名詞
てんりょう,てんりょう,名詞
テーピング,てーぴんぐ,名詞
テーブル,てーぶる,名詞
テープ,てーぷ,名詞
テーマ,てーま,名詞
で,で,接続詞
出会い頭,であいがしら,副詞
出合い頭,であいがしら,副詞
出会頭,であいがしら,副詞
出合頭,であいがしら,副詞
出会いがしら,であいがしら,副詞
出合いがしら,であいがしら,副詞
出会がしら,であいがしら,副詞
出合がしら,であいがしら,副詞
出あい頭,であいがしら,副詞
で会い頭,であいがしら,副詞
で合い頭,であいがしら,副詞
で会頭,であいがしら,副詞
で合頭,であいがしら,副詞
出あいがしら,であいがしら,副詞
で会いがしら,であいがしら,副詞
で合いがしら,であいがしら,副詞
で会がしら,であいがしら,副詞
で合がしら,であいがしら,副詞
であい頭,であいがしら,副詞
であいがしら,であいがしら,副詞
出会う,であう,動詞
出合う,であう,動詞
出逢う,であう,動詞
出あう,であう,動詞
で会う,であう,動詞
で合う,であう,動詞
で逢う,であう,動詞
であう,であう,動詞
出会える,であえる,動詞
出合える,であえる,動詞
出逢える,であえる,動詞
出あえる,であえる,動詞
で会える,であえる,動詞
で合える,であえる,動詞
で逢える,であえる,動詞
であえる,であえる,動詞
出足,であし,名詞
であし,であし,名詞
出歩く,であるく,動詞
出あるく,であるく,動詞
で歩く,であるく,動詞
であるく,であるく,動詞
出歩ける,であるける,動詞
出あるける,であるける,動詞
で歩ける,であるける,動詞
であるける,であるける,動詞
ディジタル,でぃじたる,名詞
ディスク,でぃすく,名詞
ディスコ,でぃすこ,名詞
ディスプレ,でぃすぷれ,名詞
ディスプレイ,でぃすぷれい,名詞
ディスプレー,でぃすぷれー,名詞
ディナー,でぃなー,名詞
ディフェンス,でぃふぇんす,名詞
ディベート,でぃべーと,名詞
ディレクタ,でぃれくた,名詞
ディレクター,でぃれくたー,名詞
ディレクトリ,でぃれくとり,名詞
ＤＮＡ,でぃーえぬえい,名詞
DNA,でぃーえぬえい,名詞
ディーゼル,でぃーぜる,名詞
ディーラ,でぃーら,名詞
ディーラー,でぃーらー,名詞
泥岩,でいがん,名詞
でい岩,でいがん,名詞
でいがん,でいがん,名詞
デイケア,でいけあ,名詞
泥酔,でいすい,名詞
泥すい,でいすい,名詞
でい酔,でいすい,名詞
でいすい,でいすい,名詞
泥水,でいすい,名詞
でい水,でいすい,名詞
でいすい,でいすい,名詞
出入り,でいり,名詞
でいり,でいり,名詞
出入り口,でいりぐち,名詞
でいりぐち,でいりぐち,名詞
泥流,でいりゅう,名詞
でい流,でいりゅう,名詞
でいりゅう,でいりゅう,名詞
デイリー,でいりー,名詞
出遅れる,でおくれる,動詞
出おくれる,でおくれる,動詞
で遅れる,でおくれる,動詞
でおくれる,でおくれる,動詞
でか,でか,名詞
でかい,でかい,形容詞
出掛ける,でかける,動詞
出かける,でかける,動詞
で掛ける,でかける,動詞
でかける,でかける,動詞
出稼ぎ,でかせぎ,名詞
出かせぎ,でかせぎ,名詞
でかせぎ,でかせぎ,名詞
出方,でかた,名詞
でかた,でかた,名詞
デカデカ,でかでか,副詞
でかでか,でかでか,副詞
出掛け,でがけ,名詞
出掛,でがけ,名詞
出がけ,でがけ,名詞
でがけ,でがけ,名詞
出涸らし,でがらし,名詞
出涸し,でがらし,名詞
出涸,でがらし,名詞
出がらし,でがらし,名詞
でがらし,でがらし,名詞
出来合い,できあい,名詞
できあい,できあい,名詞
出来心,できごころ,名詞
できごころ,できごころ,名詞
出来事,できごと,名詞
出来ごと,できごと,名詞
できごと,できごと,名詞
溺死,できし,名詞
でき死,できし,名詞
できし,できし,名詞
出来高,できだか,名詞
できだか,できだか,名詞
出来栄え,できばえ,名詞
出来ばえ,できばえ,名詞
できばえ,できばえ,名詞
出来物,できもの,名詞
出来もの,できもの,名詞
でき物,できもの,名詞
できもの,できもの,名詞
出来る,できる,動詞
出きる,できる,動詞
で来る,できる,動詞
できる,できる,動詞
木偶の坊,でくのぼう,名詞
木偶のぼう,でくのぼう,名詞
でくの坊,でくのぼう,名詞
でくのぼう,でくのぼう,名詞
出会す,でくわす,動詞
出くわす,でくわす,動詞
で会す,でくわす,動詞
でくわす,でくわす,動詞
出会せる,でくわせる,動詞
出くわせる,でくわせる,動詞
で会せる,でくわせる,動詞
でくわせる,でくわせる,動詞
出口,でぐち,名詞
でぐち,でぐち,名詞
凸凹だ,でこぼこだ,形容詞
でこぼこだ,でこぼこだ,形容詞
出盛り,でさかり,名詞
出さかり,でさかり,名詞
でさかり,でさかり,名詞
出先,でさき,名詞
でさき,でさき,名詞
デザイナ,でざいな,名詞
デザイナー,でざいなー,名詞
デザイン,でざいん,名詞
デザート,でざーと,名詞
弟子,でし,名詞
でし,でし,名詞
弟子入り,でしいり,名詞
でしいり,でしいり,名詞
でしゃばる,でしゃばる,動詞
でしゃばれる,でしゃばれる,動詞
デジカメ,でじかめ,名詞
デジタル,でじたる,名詞
ですから,ですから,接続詞
ですが,ですが,接続詞
デスク,ですく,名詞
ですけども,ですけども,接続詞
ですけれど,ですけれど,接続詞
ですけれども,ですけれども,接続詞
出ずっぱり,でずっぱり,名詞
でずっぱり,でずっぱり,名詞
出揃う,でそろう,動詞
出そろう,でそろう,動詞
で揃う,でそろう,動詞
でそろう,でそろう,動詞
出揃える,でそろえる,動詞
出そろえる,でそろえる,動詞
で揃える,でそろえる,動詞
でそろえる,でそろえる,動詞
出初め式,でぞめしき,名詞
出初式,でぞめしき,名詞
出ぞめ式,でぞめしき,名詞
でぞめしき,でぞめしき,名詞
出た所勝負,でたとこしょうぶ,名詞
出たとこ勝負,でたとこしょうぶ,名詞
でたとこしょうぶ,でたとこしょうぶ,名詞
でたらめだ,でたらめだ,形容詞
出だし,でだし,名詞
でだし,でだし,名詞
でっかい,でっかい,形容詞
デッキ,でっき,名詞
デッサン,でっさん,名詞
捏ち上げる,でっちあげる,動詞
でっち上げる,でっちあげる,動詞
捏ちあげる,でっちあげる,動詞
でっちあげる,でっちあげる,動詞
出っ張る,でっぱる,動詞
出っぱる,でっぱる,動詞
でっ張る,でっぱる,動詞
でっぱる,でっぱる,動詞
出っ張れる,でっぱれる,動詞
出っぱれる,でっぱれる,動詞
でっ張れる,でっぱれる,動詞
でっぱれる,でっぱれる,動詞
デップリ,でっぷり,副詞
でっぷり,でっぷり,副詞
でないと,でないと,接続詞
出直す,でなおす,動詞
出なおす,でなおす,動詞
で直す,でなおす,動詞
でなおす,でなおす,動詞
出直せる,でなおせる,動詞
出なおせる,でなおせる,動詞
で直せる,でなおせる,動詞
でなおせる,でなおせる,動詞
でなければ,でなければ,接続詞
では,では,接続詞
出はな,ではな,名詞
ではな,ではな,名詞
出払う,ではらう,動詞
出はらう,ではらう,動詞
で払う,ではらう,動詞
ではらう,ではらう,動詞
出払える,ではらえる,動詞
出はらえる,ではらえる,動詞
で払える,ではらえる,動詞
ではらえる,ではらえる,動詞
出刃,でば,名詞
でば,でば,名詞
デバイス,でばいす,名詞
出端,でばな,名詞
出鼻,でばな,名詞
出ばな,でばな,名詞
でばな,でばな,名詞
出番,でばん,名詞
でばん,でばん,名詞
デパート,でぱーと,名詞
出控える,でびかえる,動詞
出びかえる,でびかえる,動詞
で控える,でびかえる,動詞
でびかえる,でびかえる,動詞
デビュー,でびゅー,名詞
デフォルト,でふぉると,名詞
出船,でふね,名詞
でふね,でふね,名詞
デフレ,でふれ,名詞
デマ,でま,名詞
出前,でまえ,名詞
でまえ,でまえ,名詞
出任せだ,でまかせだ,形容詞
出まかせだ,でまかせだ,形容詞
で任せだ,でまかせだ,形容詞
でまかせだ,でまかせだ,形容詞
出窓,でまど,名詞
出まど,でまど,名詞
でまど,でまど,名詞
デマンド,でまんど,名詞
出店,でみせ,名詞
でみせ,でみせ,名詞
出迎える,でむかえる,動詞
出むかえる,でむかえる,動詞
で迎える,でむかえる,動詞
でむかえる,でむかえる,動詞
出向く,でむく,動詞
出むく,でむく,動詞
で向く,でむく,動詞
でむく,でむく,動詞
出向ける,でむける,動詞
出むける,でむける,動詞
で向ける,でむける,動詞
でむける,でむける,動詞
デメリット,でめりっと,名詞
デモ,でも,名詞
でも,でも,接続詞
出物,でもの,名詞
出もの,でもの,名詞
でもの,でもの,名詞
デュエット,でゅえっと,名詞
デュオ,でゅお,名詞
デラックスだ,でらっくすだ,形容詞
デリケートだ,でりけーとだ,形容詞
デリバティブ,でりばてぃぶ,名詞
出る,でる,動詞
でる,でる,動詞
デルタ,でるた,名詞
電圧,でんあつ,名詞
電あつ,でんあつ,名詞
でんあつ,でんあつ,名詞
電位,でんい,名詞
でんい,でんい,名詞
田園,でんえん,名詞
でんえん,でんえん,名詞
電化,でんか,名詞
でんか,でんか,名詞
伝家,でんか,名詞
でん家,でんか,名詞
でんか,でんか,名詞
殿下,でんか,名詞
でん下,でんか,名詞
でんか,でんか,名詞
田楽,でんがく,名詞
でんがく,でんがく,名詞
伝記,でんき,名詞
でん記,でんき,名詞
でんき,でんき,名詞
電器,でんき,名詞
でんき,でんき,名詞
電機,でんき,名詞
でんき,でんき,名詞
電気,でんき,名詞
でんき,でんき,名詞
電球,でんきゅう,名詞
でんきゅう,でんきゅう,名詞
電極,でんきょく,名詞
電きょく,でんきょく,名詞
でんきょく,でんきょく,名詞
電撃,でんげき,名詞
電げき,でんげき,名詞
でんげき,でんげき,名詞
電源,でんげん,名詞
電げん,でんげん,名詞
でんげん,でんげん,名詞
電光,でんこう,名詞
でんこう,でんこう,名詞
電工,でんこう,名詞
でんこう,でんこう,名詞
電光石火,でんこうせっか,名詞
でんこうせっか,でんこうせっか,名詞
伝言,でんごん,名詞
でん言,でんごん,名詞
でんごん,でんごん,名詞
電算,でんさん,名詞
でんさん,でんさん,名詞
電子,でんし,名詞
でんし,でんし,名詞
電車,でんしゃ,名詞
でんしゃ,でんしゃ,名詞
電車道,でんしゃみち,名詞
でんしゃみち,でんしゃみち,名詞
伝承,でんしょう,名詞
伝しょう,でんしょう,名詞
でん承,でんしょう,名詞
でんしょう,でんしょう,名詞
電飾,でんしょく,名詞
電しょく,でんしょく,名詞
でんしょく,でんしょく,名詞
伝書鳩,でんしょばと,名詞
伝書ばと,でんしょばと,名詞
でん書鳩,でんしょばと,名詞
でん書ばと,でんしょばと,名詞
でんしょばと,でんしょばと,名詞
電信,でんしん,名詞
電しん,でんしん,名詞
でんしん,でんしん,名詞
電信柱,でんしんばしら,名詞
電しん柱,でんしんばしら,名詞
でんしんばしら,でんしんばしら,名詞
電磁,でんじ,名詞
でんじ,でんじ,名詞
電磁気,でんじき,名詞
電じ気,でんじき,名詞
でんじき,でんじき,名詞
電磁石,でんじしゃく,名詞
電じ石,でんじしゃく,名詞
でんじしゃく,でんじしゃく,名詞
伝授,でんじゅ,名詞
伝じゅ,でんじゅ,名詞
でん授,でんじゅ,名詞
でんじゅ,でんじゅ,名詞
伝説,でんせつ,名詞
伝せつ,でんせつ,名詞
でん説,でんせつ,名詞
でんせつ,でんせつ,名詞
伝染,でんせん,名詞
伝せん,でんせん,名詞
でん染,でんせん,名詞
でんせん,でんせん,名詞
電線,でんせん,名詞
でんせん,でんせん,名詞
伝送,でんそう,名詞
でん送,でんそう,名詞
でんそう,でんそう,名詞
電送,でんそう,名詞
でんそう,でんそう,名詞
電卓,でんたく,名詞
電たく,でんたく,名詞
でんたく,でんたく,名詞
伝達,でんたつ,名詞
伝たつ,でんたつ,名詞
でん達,でんたつ,名詞
でんたつ,でんたつ,名詞
田地,でんち,名詞
でんち,でんち,名詞
電池,でんち,名詞
でんち,でんち,名詞
電柱,でんちゅう,名詞
でんちゅう,でんちゅう,名詞
電鉄,でんてつ,名詞
でんてつ,でんてつ,名詞
伝統,でんとう,名詞
伝とう,でんとう,名詞
でん統,でんとう,名詞
でんとう,でんとう,名詞
電灯,でんとう,名詞
電とう,でんとう,名詞
でんとう,でんとう,名詞
伝導,でんどう,名詞
伝どう,でんどう,名詞
でん導,でんどう,名詞
でんどう,でんどう,名詞
伝道,でんどう,名詞
でん道,でんどう,名詞
でんどう,でんどう,名詞
殿堂,でんどう,名詞
殿どう,でんどう,名詞
でん堂,でんどう,名詞
でんどう,でんどう,名詞
電動,でんどう,名詞
でんどう,でんどう,名詞
電熱,でんねつ,名詞
電ねつ,でんねつ,名詞
でんねつ,でんねつ,名詞
伝播,でんぱ,名詞
でん播,でんぱ,名詞
伝ぱ,でんぱ,名詞
でんぱ,でんぱ,名詞
電波,でんぱ,名詞
でんぱ,でんぱ,名詞
伝票,でんぴょう,名詞
伝ぴょう,でんぴょう,名詞
でん票,でんぴょう,名詞
でんぴょう,でんぴょう,名詞
伝聞,でんぶん,名詞
でん聞,でんぶん,名詞
でんぶん,でんぶん,名詞
電文,でんぶん,名詞
でんぶん,でんぶん,名詞
澱粉,でんぷん,名詞
澱ぷん,でんぷん,名詞
でん粉,でんぷん,名詞
でんぷん,でんぷん,名詞
デンプン,でんぷん,名詞
電報,でんぽう,名詞
電ぽう,でんぽう,名詞
でんぽう,でんぽう,名詞
伝来,でんらい,名詞
でん来,でんらい,名詞
でんらい,でんらい,名詞
電流,でんりゅう,名詞
でんりゅう,でんりゅう,名詞
電力,でんりょく,名詞
でんりょく,でんりょく,名詞
伝令,でんれい,名詞
伝れい,でんれい,名詞
でん令,でんれい,名詞
でんれい,でんれい,名詞
電炉,でんろ,名詞
でんろ,でんろ,名詞
電話,でんわ,名詞
でんわ,でんわ,名詞
デー,でー,名詞
デーゲーム,でーげーむ,名詞
データ,でーた,名詞
データベース,でーたべーす,名詞
デート,でーと,名詞
戸,と,名詞
と,と,名詞
斗,と,名詞
と,と,名詞
途,と,名詞
と,と,名詞
都,と,名詞
と,と,名詞
と,と,接続詞
投網,とあみ,名詞
とあみ,とあみ,名詞
とある,とある,連体詞
問,とい,名詞
とい,とい,名詞
問い合わす,といあわす,動詞
問合あわす,といあわす,動詞
問いあわす,といあわす,動詞
とい合わす,といあわす,動詞
といあわす,といあわす,動詞
問い合わせる,といあわせる,動詞
問合あわせる,といあわせる,動詞
問い合せる,といあわせる,動詞
問いあわせる,といあわせる,動詞
とい合わせる,といあわせる,動詞
とい合せる,といあわせる,動詞
といあわせる,といあわせる,動詞
というのも,というのも,接続詞
吐息,といき,名詞
といき,といき,名詞
砥石,といし,名詞
と石,といし,名詞
といし,といし,名詞
問い質す,といただす,動詞
問いただす,といただす,動詞
とい質す,といただす,動詞
といただす,といただす,動詞
問い質せる,といただせる,動詞
問いただせる,といただせる,動詞
とい質せる,といただせる,動詞
といただせる,といただせる,動詞
トイレ,といれ,名詞
トゥデー,とぅでー,名詞
トゥモロ,とぅもろ,名詞
トゥモロー,とぅもろー,名詞
問う,とう,動詞
とう,とう,動詞
冬,とう,名詞
とう,とう,名詞
党,とう,名詞
とう,とう,名詞
刀,とう,名詞
とう,とう,名詞
塔,とう,名詞
とう,とう,名詞
島,とう,名詞
とう,とう,名詞
投,とう,名詞
とう,とう,名詞
灯,とう,名詞
とう,とう,名詞
等,とう,名詞
とう,とう,名詞
糖,とう,名詞
とう,とう,名詞
答案,とうあん,名詞
答あん,とうあん,名詞
とうあん,とうあん,名詞
統一,とういつ,名詞
とう一,とういつ,名詞
とういつ,とういつ,名詞
党員,とういん,名詞
とう員,とういん,名詞
とういん,とういん,名詞
投影,とうえい,名詞
投えい,とうえい,名詞
とうえい,とうえい,名詞
唐音,とうおん,名詞
とう音,とうおん,名詞
とうおん,とうおん,名詞
投下,とうか,名詞
とうか,とうか,名詞
透過,とうか,名詞
とう過,とうか,名詞
とうか,とうか,名詞
灯火,とうか,名詞
とう火,とうか,名詞
とうか,とうか,名詞
倒壊,とうかい,名詞
倒かい,とうかい,名詞
とう壊,とうかい,名詞
とうかい,とうかい,名詞
倒閣,とうかく,名詞
倒かく,とうかく,名詞
とう閣,とうかく,名詞
とうかく,とうかく,名詞
当確,とうかく,名詞
当かく,とうかく,名詞
とうかく,とうかく,名詞
頭角,とうかく,名詞
とうかく,とうかく,名詞
統括,とうかつ,名詞
統かつ,とうかつ,名詞
とう括,とうかつ,名詞
とうかつ,とうかつ,名詞
投函,とうかん,名詞
投かん,とうかん,名詞
とうかん,とうかん,名詞
統監,とうかん,名詞
統かん,とうかん,名詞
とう監,とうかん,名詞
とうかん,とうかん,名詞
等閑,とうかん,名詞
等かん,とうかん,名詞
とうかん,とうかん,名詞
当該,とうがい,連体詞
当がい,とうがい,連体詞
とう該,とうがい,連体詞
とうがい,とうがい,連体詞
唐辛子,とうがらし,名詞
唐がら子,とうがらし,名詞
とう辛子,とうがらし,名詞
とうがら子,とうがらし,名詞
とうがらし,とうがらし,名詞
トウガラシ,とうがらし,名詞
投棄,とうき,名詞
とうき,とうき,名詞
登記,とうき,名詞
とうき,とうき,名詞
冬季,とうき,名詞
とうき,とうき,名詞
冬期,とうき,名詞
とうき,とうき,名詞
当期,とうき,名詞
とうき,とうき,名詞
投機,とうき,名詞
とうき,とうき,名詞
陶器,とうき,名詞
とう器,とうき,名詞
とうき,とうき,名詞
投球,とうきゅう,名詞
とうきゅう,とうきゅう,名詞
等級,とうきゅう,名詞
とうきゅう,とうきゅう,名詞
当局,とうきょく,名詞
とうきょく,とうきょく,名詞
討議,とうぎ,名詞
とう議,とうぎ,名詞
とうぎ,とうぎ,名詞
党議,とうぎ,名詞
とう議,とうぎ,名詞
とうぎ,とうぎ,名詞
闘牛,とうぎゅう,名詞
とう牛,とうぎゅう,名詞
とうぎゅう,とうぎゅう,名詞
統御,とうぎょ,名詞
統ぎょ,とうぎょ,名詞
とう御,とうぎょ,名詞
